nome_fantasia,razao_social,cep,lat,long,bairro,endereco
,35.699.075 PAULO ROBERTO DE LEMOS,52211180,-8.0105238,-34.9006682,AGUA FRIA,"RUA JULIO JOSE DE SOUZA, 221"
,ALLISON ANTONIO DA SILVA 13453805429,52031021,-8.0365954,-34.8747872,CAMPO GRANDE,"TRAVESSA HERMILIO GOMES, 18"
,36.943.964 FAGNER JOSE MOREIRA DA SILVA,50010360,-8.0647592,-34.8783602,SANTO ANTONIO,"AVENIDA DANTAS BARRETO, 507"
,51.479.971 KARINE EMMANUELLE DANTAS DA SILVA,52171011,-8.0419925,-34.9031687,DOIS IRMAOS,"PRACA FARIAS NEVES, 0"
,ESQUINA DAS PALMEIRAS RESTAURANTE E BAR LTDA,51350450,-8.1105764,-34.9235527,IPSEP,"AVENIDA GENERAL BENTO DA GAMA, 340"
,MC COMERCIO DE CARNES NOBRES LTDA,52050000,-8.0419126,-34.9035515,GRACAS,"AVENIDA RUI BARBOSA, 1345"
,FELIPE BARBOSA CARNEIRO 11634862481,52160375,-7.5617238,-34.9952357,DOIS UNIDOS,"RUA DA BONDADE, 07"
,52.158.358 LISAVIETA MARQUES DE ASSIS,51010170,-8.0867364,-34.8839855,PINA,"RUA SORRISO DE MARIA, 21"
,32.530.641 EDILENE SOARES SILVA DA LUZ,50060110,-8.062244,-34.88437,BOA VISTA,"RUA MARTINS JUNIOR, 79"
,52.345.043 LUIZ HENRIQUE RIBEIRO PEREIRA,50740467,-8.0525748,-34.9554751,CIDADE UNIVERSITARIA,"RUA ACADEMICO HELIO RAMOS, 460"
,JANAINA SANTANA DO NASCIMENTO SILVA 07213805495,52030155,-8.0383728,-34.8855785,ENCRUZILHADA,"RUA PADRE MIGUELINHO, 115"
,J DE AQUINO ALBUQUERQUE NETO LTDA,51011220,-8.0974109,-34.8857977,PINA,"RUA ATLANTICO, 242"
,52.772.185 JEFFERSON RODRIGO DOMINGOS DO NASCIMENTO,51270570,-8.1113552,-34.9520336,COHAB,"AVENIDA ENGENHO SERRA VERDE, 445"
,MANOELA AURELIANO DOS SANTOS 05540462459,50050902,-8.0517049,-34.8899965,BOA VISTA,"AVENIDA JOAO DE BARROS 111, 1179"
,SANDREANA M DA SILVA,50731230,-8.0427608,-34.9340239,IPUTINGA,"RUA CAPITAO AURELIO DE ARAUJO, 53"
,AMT COMERCIO DE ALIMENTOS LTDA,51111020,-8.1055413,-34.8899045,BOA VIAGEM,"AVENIDA ENGENHEIRO DOMINGOS FERREIRA, 1910"
,53.334.184 ALYSSON FERNANDO DE SOUSA CANUTO,51180310,-8.1042743,-34.9144426,IMBIRIBEIRA,"RUA NORUEGA, 430-A"
,SEVERINO AGENOR CRISPIM 80816746753,50110000,-8.0454178,-34.8897595,SANTO AMARO,"AVENIDA GOVERNADOR AGAMENON MAGALHAES, 85"
,53.863.192 JOSEBIAS JOSE DE SANTANA JUNIOR,52120021,-7.5617238,-34.9952357,ARRUDA,"RUA PADRE ANDRE CAMAROTTI, 01"
,53.941.927 DALILA DOS SANTOS SILVA,50050030,-8.0609981,-34.8831505,BOA VISTA,"RUA SETE DE SETEMBRO, 238"
,54.571.346 JULIANA ANDREA MELO,50780035,-8.0965577,-34.9400622,BARRO,"RUA DOUTOR VILAS BOA, 530"
,MARCIA CRISTINA DA SILVA FERREIRA 04310796419,52111430,-8.0175983,-34.8991258,AGUA FRIA,"RUA LADEIRA DE PEDRA, 450"
,JOAO PAULO DE ALMEIDA 06722831400,51250350,-8.1339735,-34.9370414,JORDAO,"RUA DOUTOR ALVARO FERRAZ, 7 A"
,MARCIO ANANIAS DA SILVA 03901590420,50930685,-8.0933111,-34.9635288,TEJIPIO,"RUA FALCAO DE LACERDA, 42"
,RONALDO RAMOS FRAZAO DA SILVA 05884385455,51280000,-8.120911,-34.9457622,COHAB,"AVENIDA PERNAMBUCO, 239"
,56.172.302 REBEKA DA SILVA BARZA,50680580,-8.0367299,-34.9289486,IPUTINGA,"RUA BARAO DA SOLEDADE, 45"
,RENATA HELENA SANTANA DE FREITAS 12086968400,50060080,-8.0612634,-34.8840049,BOA VISTA,"RUA DO HOSPICIO, 194"
,LUIZ SILVA PAZ 81855770482,52130227,-8.007085,-34.893458,PORTO DA MADEIRA,"RUA MARAJO, 77"
,57.357.695 MARCELO HENRIQUE AZEVEDO DE FREITAS,50760830,-8.0690771,-34.9174824,MUSTARDINHA,"AVENIDA MANOEL GONCALVES DA LUZ, 445"
,REGINALDO DIOMEDES DA SILVA FILHO 02376828422,50720635,-8.0613015,-34.9062379,MADALENA,"AVENIDA ENGENHEIRO ABDIAS DE CARVALHO, 668 A"
,58.297.585 ANDERSON JOSE DOS SANTOS ALBUQUERQUE,50711135,-8.05022,-34.9183648,CORDEIRO,"RUA SOUZA BANDEIRA, 163"
,MARCIO HENRIQUE SANTOS DO NASCIMENTO 09505854404,50670170,-8.042892,-34.9376131,IPUTINGA,"RUA GENERAL CANDIDO BORGES CASTELO BRANCO, 168"
,MAURICELIA TRAJANO DA SILVA 07304023473,50100000,-8.0437047,-34.8834151,SANTO AMARO,"AVENIDA NORTE MIGUEL ARRAES DE ALENCAR, 1269"
,"THE LUCCA GASTRONOMIA, EVENTOS E PANIFICACAO LTDA",51011000,-8.0953457,-34.8832226,PINA,"AVENIDA BOA VIAGEM, 420"
,GEANE PATRICIA XAVIER 05629712462,52010055,-7.5617238,-34.9952357,PAISSANDU,"RUA VISCONDESSA DO LIVRAMENTO, 98"
,JONAS GOMES TENORIO CAVALCANTI 02059705401,52041005,-8.0316352,-34.8979768,ROSARINHO,"10A RUA treze de junho, 09"
,JOSEFA JUSTINO DE SOUZA 02935613465,51200250,-8.1284254,-34.9158538,IBURA,"RUA PINTOR LULA CARDOSO AYRES, 16"
,EDSON ALVES DE OLIVEIRA 52458709168,51230070,-8.1118797,-34.9433139,IBURA,"RUA RIO DAS CONTAS, 525"
,IRENIO SARMENTO DA SILVA 51319403549,51010200,-8.0831733,-34.8805723,BRASILIA TEIMOSA,"RUA ARABAIANA, 370"
,CARLOS ANDRE DA COSTA 05756899430,52191241,-7.9982952,-34.9276954,NOVA DESCOBERTA,"RUA SACAMBU, 82A"
,RIO AVE GASTRONOMIA 01 LTDA.,51021410,-8.1288506,-34.901143,BOA VIAGEM,"RUA PROFESSOR ALOISIO PESSOA DE ARAUJO, 75"
,ISABELLA RHAYACHE MENDES BEZERRA 11169772498,51170300,-8.0977349,-34.9135682,IMBIRIBEIRA,"AVENIDA ENGENHEIRO ALVES DE SOUZA, 937"
,61.228.580 JOELMA DE SANTANA SILVA,51260040,-8.1360136,-34.9401686,JORDAO,"AVENIDA DONA CARENTINA, 29"
,ANTONIA DA SILVA 76792536415,50950030,-8.0639138,-34.9879388,VARZEA,"AVENIDA PREFEITO ANTONIO PEREIRA, 705"
,PEDRO HENRIQUE DOS SANTOS 07140929408,51030225,-8.1320303,-34.9112224,BOA VIAGEM,"AVENIDA DESEMBARGADOR JOSE NEVES, 77"
,A SOARES DE MENDONCA LTDA,50771405,-8.0862323,-34.9277815,ESTANCIA,"RUA JOAO TEIXEIRA, 176"
,IRACEMA MARIA DA SILVA 76606902487,50020235,-8.0680923,-34.8810098,SAO JOSE,"RUA VINTE E QUATRO DE MAIO, S/N"
,VIRGINIA SELES DE SOUZA 04869000458,50770120,-8.0670517,-34.9082704,AFOGADOS,"ESTRADA DOS REMEDIOS, 1262"
,JOSE FERNANDO VIEIRA DE OLIVEIRA 60580143953,50070475,-8.0641008,-34.8912002,ILHA DO LEITE,"RUA JOSE DE ALENCAR, 692"
,LEANDRO ANTONIO SANTANA DA SILVA 10628420498,51340240,-8.1187009,-34.9546716,COHAB,"AVENIDA SANTA FE, 441C"
,JOSIENE TEREZINHA DE AZEVEDO 07827909418,52061080,-8.0333633,-34.9206929,CASA FORTE,"ESTRADA DAS UBAIAS, 773"
,CICERA MARIA DOS SANTOS 03886494454,50730230,-8.0564791,-34.9424312,ENGENHO DO MEIO,"RUA ANTONIO BORGES UCHOA, S/N"
,RUI BARBOSA DELICATESSEN COMERCIO DE ALIMENTOS LTDA,52011040,-8.0481171,-34.8997459,GRACAS,"AVENIDA RUI BARBOSA, 471"
,HEITOR VICENTE DOS SANTOS SILVA 10237446430,50790000,-8.0801972,-34.9416228,JARDIM SAO PAULO,"RUA LEANDRO BARRETO, 550A"
,JULIET RODRIGUES DE SOUZA 09617011450,50010390,-8.0655259,-34.8796423,SANTO ANTONIO,"RUA CAMBOA DO CARMO, 136"
,MARLUCE MARIA FERREIRA 21774480425,52140110,-8.0023635,-34.9032084,DOIS UNIDOS,"RUA FRANCISCO PAULO DOS SANTOS, 104"
,PAULO MARIANO DO NASCIMENTO FILHO 06353949448,51160220,-8.1152688,-34.9087639,IMBIRIBEIRA,"RUA PRESIDENTE NILO PECANHA, 387"
,BIANCA DE OLIVEIRA BARROS 70209160403,50680070,-8.0343198,-34.936158,IPUTINGA,"RUA PROFESSOR SEVERINO JORDAO EMERENCIANO, 200"
,37.287.837 HUMBERTO PEREIRA DE OLIVEIRA JUNIOR,50630240,-8.0540502,-34.9250491,CORDEIRO,"RUA FRANCISCO DE PAULA MACHADO, 351C"
,ANA NERIS DA SILVA MARINHO 05793156496,52120010,-8.0265251,-34.8951812,ARRUDA,"RUA BOLIVAR, 202"
,J DA SILVA BARBOSA RESTAURANTES,50790640,-7.5617238,-34.9952357,CURADO,"RODOVIA BR CENTO E UM, 550"
,MARCELO FERREIRA DOS SANTOS 09909317494,51011050,-8.0964953,-34.8863274,PINA,"AVENIDA ENGENHEIRO DOMINGOS FERREIRA, 10"
,46.846.299 NOEMIA MARIA DOS SANTOS,50050450,-8.0582792,-34.8818959,SANTO AMARO,"RUA PRINCESA ISABEL, 142"
,36.677.939 JOYCE TAYNA ADELINO DA SILVA,52090260,-8.0180714,-34.9284939,MACAXEIRA,"AVENIDA NORTE MIGUEL ARRAES DE ALENCAR, 7136"
,EDILMA JOSE DE SOUZA CAETANO 00739305476,52171055,-8.0083678,-34.958804,SITIO DOS PINTOS,"RUA SITIO SAPUCAIA, 14"
,47.741.840 JOAO MATHEUS TAVARES CORREIA ALENCAR,50010170,-8.0660853,-34.8764916,SANTO ANTONIO,"AVENIDA NOSSA SENHORA DO CARMO, 107"
,GILDETE SOARES BARBOSA DO NASCIMENTO 23543507400,50850000,-8.0806992,-34.9194769,AFOGADOS,"RUA SAO MIGUEL, 1412"
,40.555.785 WILKER SILVA BARRETO,51021130,-8.1218105,-34.9068601,BOA VIAGEM,"RUA CORONEL ANIZIO RODRIGUES COELHO, 37"
,41.282.384 HELTON LOPES RODRIGUES DE JESUS,52140005,-7.9952798,-34.9101361,DOIS UNIDOS,"AVENIDA HILDEBRANDO DE VASCONCELOS, 1013"
,49.813.079 LILIANA FELIX MOURA DA LUZ,50770490,-8.0811853,-34.911775,AFOGADOS,"RUA OLIMPIO CHACON, 96"
,JOSE CARLOS DA SILVA SALES 84981890478,50050440,-8.0547521,-34.8872921,SANTO AMARO,"RUA BERNARDO GUIMARAES, 506A"
,50.054.325 WALDIR MARTINS DA SILVA,50790370,-8.0854275,-34.9527048,JARDIM SAO PAULO,"RUA TIETE, 36"
,VERUSCA CRISTINA DE OLIVEIRA 02040783423,50670570,-8.048117,-34.9416672,IPUTINGA,"RUA JOSE FRIGUEIRO, 310"
,50.384.230 FABIANO GERONIMO DA SILVA,52390030,-7.9848349,-34.9271265,PASSARINHO,"RUA CORREGO DA BICA, 409"
,29.951.694 SEVERINO JOSE DA SILVA,50920310,-8.0818944,-34.9620844,SANCHO,"AVENIDA LIBERDADE, 1422"
,HELENA MOURA DE LIMA 71563849453,50650460,-8.0636081,-34.9423376,TORROES,"RUA CARNEIRO DE MARIZ, 413"
,50.989.249 LUCIANA VIANA ARAUJO,51130120,-7.5617238,-34.9952357,BOA VIAGEM,"AVENIDA VINTE DE JANEIRO - DE 588/589 AO FIM, 1242"
,ALDAIR ANGELO DE SOUZA 09840551426,52021000,-8.041042,-34.8862439,ESPINHEIRO,"AVENIDA NORTE MIGUEL ARRAES DE ALENCAR, 1653"
,51.530.518 HENRIQUE LUIZ RIBEIRO DE ANDRADE,50650310,-8.0627163,-34.937167,TORROES,"RUA MAESTRO JONES JOHNSON, 1200"
,51.850.050 MILLENY VITORIA BORGES DA SILVA,51280430,-8.1181749,-34.949499,COHAB,"RUA MARIANO CARNEIRO DA CUNHA, 45"
,52.052.550 JOICIARA MENDES COSTA,50110727,-8.0394233,-34.8730597,SANTO AMARO,"RUA RECIFE, 153"
,ELISANDRA DE CARITA BARBOSA 70701911468,51350180,-8.105905,-34.9188601,IPSEP,"RUA POTENGY, 404"
,ELISAMA IVANILDA DA SILVA 07719757408,52030000,-8.033965,-34.88578,ENCRUZILHADA,"ESTRADA DE BELEM, 658"
,52.637.364 GUSTAVO FERREIRA BORGES,50060001,-8.0570275,-34.891288,SOLEDADE,"AVENIDA CONDE DA BOA VISTA, 50"
,LUCINEIDE BATISTA DA SILVA 06823271400,50680420,-8.0351568,-34.9273194,IPUTINGA,"RUA DEPUTADO CARLOS CARIBE, 30"
,DIAS ROCHA COMERCIO DE ALIMENTOS LTDA,50780320,-8.0988897,-34.9384107,AREIAS,"RUA MURIBECA, 109"
,35.528.331 ANTONIO GOMES DOS SANTOS NETO,50630020,-8.0514823,-34.9209114,CORDEIRO,"RUA CONEGO ANTONIO CAVALCANTE, 99"
,BARCELONA COMERCIO VAREJISTA DE ALIMENTOS LTDA,51210010,-8.1338268,-34.916994,IBURA,"PRACA MINISTRO SALGADO FILHO, S/N"
,44.181.841 JHONATHAS ANTONIO FERREIRA DE ARAUJO,50870230,-8.093949,-34.9315308,AREIAS,"RUA CAPITAO BRAZ DE BARROS, 52"
,MONALIZA RIBEIRO DOS SANTOS 70628133464,50751110,-8.0664712,-34.9151701,BONGI,"RUA MAJOR MARIO PORTELA, 674"
,44.397.514 HELI ANTAO DE OLIVEIRA,50050450,-8.0587284,-34.8814186,SANTO AMARO,"RUA PRINCESA ISABEL, 165"
,54.235.389 FABIO RAMOS DA SILVA SOUZA,50740270,-8.0382126,-34.9476117,VARZEA,"RUA ESTEVAO DE SA, 360"
,54.779.431 ROSINERI MARIA DA SILVA,50830380,-8.0709776,-34.9098446,AFOGADOS,"RUA CORONEL ALFREDO DUARTE, 232"
,ADRIANA FERREIRA DA SILVA 02463321407,50900100,-8.0915733,-34.9457652,BARRO,"RUA DA ESPERANCA, 800"
,54.988.850 JOAO GUSTAVO ALVES DE MELO,51250370,-8.1321197,-34.9368817,JORDAO,"RUA BAHIA, 35"
,55.316.220 RAFAEL ANTONIO DE SOUZA,51220160,-8.1098896,-34.9313076,IBURA,"RUA JOSE DURVAL CARNEIRO CAMPELO, 10"
,CFB INDUSTRIALIZACAO DE ALIMENTOS RECIFE LTDA,52050260,-8.0440267,-34.8999513,GRAÇAS,"RUA ALBERTO PAIVA, 248"
,55.563.465 JEFFERSON CONCEICAO BATISTA DOS SANTOS,51240815,-8.131418,-34.94368,IBURA,"RUA UIRAUNA, 18"
,55.787.165 ANA VITORIA SILVA DAS CHAGAS,52050500,-8.0291454,-34.8950661,ROSARINHO,"AVENIDA SANTOS DUMONT, 458"
,55.999.521 MARIA JACIRECE DA SILVA,51010460,-8.0817658,-34.8780834,PINA,"RUA ATUM, 132"
,46.507.114 JESSYCA TAYNNE ADELINO DA SILVA GOMES,52090260,-8.0180714,-34.9284939,MACAXEIRA,"AVENIDA NORTE MIGUEL ARRAES DE ALENCAR, 7110"
,W J FERREIRA REFEICOES LTDA,50670380,-8.0404144,-34.9415158,IPUTINGA,"RUA EMILIANO BRAGA, 97"
,47.419.309 MICHELE EVELISE ZERMIANI TORRES DA SILVA,52070649,-8.0248761,-34.9168337,CASA AMARELA,"RUA TAQUARITINGA, 117"
,57.200.235 MARIA HELENA VICENTE MENDES,52120210,-8.0246812,-34.8917704,ARRUDA,"RUA ANA MAURICIA WANDERLEY, 98"
,DERLANIE LEITE DA SILVA 09844508401,51260040,-8.1360136,-34.9401686,JORDAO,"AVENIDA DONA CARENTINA, 1479"
,PH RESTAURANTE LTDA,51020030,-8.1099786,-34.8923508,BOA VIAGEM,"AVENIDA ENGENHEIRO DOMINGOS FERREIRA, 2246"
,CLODOALDO JOSE DE SANTANA 93579322400,51240130,-8.1264794,-34.9411471,IBURA,"RUA PORTO NACIONAL, 18"
,58.126.902 NATALIA HOLANDA DOS SANTOS GOMES,51030300,-8.1325095,-34.9008901,BOA VIAGEM,"RUA BARAO DE SOUZA LEAO, 75"
,TIAGO M DE SOUZA LTDA,50050440,-8.0543217,-34.8882491,SANTO AMARO,"RUA BERNARDO GUIMARAES, 391"
,49.057.192 JOAO DAVID CARVALHO DOS SANTOS,51240490,-8.1213547,-34.9345135,IBURA,"RUA EMILIO MONTEIRO FONSECA, 165"
,58.633.442 JOSE ALEX DA SILVA,51240280,-8.1281238,-34.937266,IBURA,"RUA VIRGINOPOLIS, 91"
,49.285.233 CICERO SANTOS MENEZES,52121130,-8.0169893,-34.8854728,AGUA FRIA,"RUA CRATEM, 53"
,58.942.408 JOSE OTAVIO DA SILVA,51030420,-8.1338296,-34.9045825,BOA VIAGEM,"RUA CAPITAO ZUZINHA, 286"
,49.579.947 EDGARD CONSTANTINO DA SILVA JUNIOR,51250220,-8.1393311,-34.9322997,JORDAO,"RUA PROFESSORA ARCELINA CAMARA, 160"
,49.708.344 GILBERTO GOUVEIA DA SILVA,50630770,-8.0551758,-34.9226063,CORDEIRO,"RUA ANTONIO MACHADO, 138 A"
,NOMU BISTRO RESTAURANTE LTDA,52020185,-8.0406992,-34.8931154,ESPINHEIRO,"RUA CONSELHEIRO PORTELA, 584"
,50.215.693 IGOR ROBERTO SARAIVA ALMEIDA,51150420,-7.5617238,-34.9952357,IMBIRIBEIRA,"VILA NOSSA SENHORA DE FATIMA, 86"
,59.914.307 VITOR HUGO SOARES VALENTIM,52090700,-8.0127621,-34.9285356,MACAXEIRA,"RUA MIRIAM LOPES VERBENA, 14"
,60.134.843 JACILENE MARIA DA SILVA,50050070,-8.05621,-34.8840584,BOA VISTA,"RUA GERVASIO PIRES, 764"
,50.768.269 JESSICA NAZARE DA SILVA,52080030,-8.0155414,-34.9115358,ALTO JOSE BONIFACIO,"RUA ALTO DA SAUDADE, 1772"
,60.364.813 VICTOR LUCAS DA SILVA SANTOS,50721370,-8.0487185,-34.9308489,CORDEIRO,"RUA VISCONDE DE ITABORAI, 300"
,D L COMERCIO VAREJISTA DE ALIMENTOS LTDA,50610170,-8.0548179,-34.9080491,MADALENA,"RUA LOPES DE CARVALHO, 272"
,60.966.961 LETICIA VITORIA DA SILVA VASCONCELOS,50680210,-8.037389,-34.9309866,IPUTINGA,"RUA ITAPIRANGA, 427 C"
,51.754.107 TARCIO OLIVEIRA DE ANDRADE SILVA,50900660,-8.0922346,-34.9373731,BARRO,"AVENIDA DOUTOR JOSE RUFINO, 1280"
,52.225.599 ANDRE GUILHERME SILVA,51021020,-8.1299914,-34.9012547,BOA VIAGEM,"AVENIDA CONSELHEIRO AGUIAR, 4880"
,M E HARTEN FERREIRA LTDA,52050565,-8.0363992,-34.8989353,ROSARINHO,"RUA DESEMBARGADOR MARTINS PEREIRA, 132"
,52.922.775 LEANDRO CESAR RODRIGUES BATISTA,50750290,-8.0640753,-34.9069564,ILHA DO RETIRO,"RUA DO FONSECA, 40"
,53.371.698 JOSE WELLINGTON DA SILVA,52040450,-8.0263231,-34.8860314,CAMPO GRANDE,"AVENIDA PROFESSOR JOSE DOS ANJOS, 182"
,53.521.643 PEDRO TOMAZ DAS CHAGAS NETO,51240250,-8.1288015,-34.935793,IBURA,"RUA ILOPOLIS, 39"
,53.974.779 JOSE EDSON PEREIRA NASCIMENTO,50630610,-8.0565522,-34.9254437,CORDEIRO,"RUA PEREIRA DE MORAIS, 103"
,54.414.775 EDNALDO MACHADO DA CUNHA,51230230,-8.1103077,-34.9419819,IBURA,"RUA PINTOR AGENOR DE ALBUQUERQUE CESAR, 82"
,54.903.456 VITORIA CAROLINA DE MELO CORNELIO,52051395,-8.0268558,-34.9136479,CASA AMARELA,"RUA DA HARMONIA, 599"
,55.340.960 PAULA FRANCISCO DA SILVA,52140005,-7.9952798,-34.9101361,DOIS UNIDOS,"AVENIDA HILDEBRANDO DE VASCONCELOS, 348"
,55.464.405 DANIEL MACIEL BURGO,50771040,-8.0883075,-34.9261831,JIQUIA,"RUA JUAREZ MILLET, 63"
,55.702.870 JULIA MARIA DA SILVA BARRETO,51350120,-8.105484,-34.9204334,IPSEP,"RUA ITANAGE, 249"
,55.949.918 ROSANA MARIA DA SILVA,51260000,-8.1371147,-34.9407302,JORDAO,"RUA BOANERGES PEREIRA, 21A"
,A1 COMERCIO DE ALIMENTOS LTDA,51011010,-8.0969766,-34.8846194,PINA,"RUA CAPITAO REBELINHO, 698"
,57.093.814 ERIK MARCOS MENDES DOS SANTOS,52390350,-7.9892727,-34.9280299,PASSARINHO,"RUA VITORIA REGIA, 285"
,57.686.965 ALISSON AUGUSTO FERREIRA BAZILIO DOS SANTOS,51030785,-8.1309985,-34.9131668,BOA VIAGEM,"RUA ADAUTO CARNEIRO LEAL, 19"
,YAYA RM RECIFE COMERCIAL DE ALIMENTOS LTDA,51110160,-8.0859828,-34.8941406,PINA,"AVENIDA REPUBLICA DO LIBANO, 251"
,59.831.067 JANEIDE VERONICA DA CUNHA,52130350,-8.0051378,-34.8907395,PORTO DA MADEIRA,"RUA LEBLON, 29"
,60.180.796 LEONARDO DA SILVA BARBOSA,50761180,-7.5617238,-34.9952357,CURADO,"RUA PAU-D'ALHO, 199"
,60.398.145 ROBERTO GOMES DO NASCIMENTO,52041610,-8.0333305,-34.8888275,HIPODROMO,"RUA MONTE ALVERNE, 220"
,60.627.557 ANGELA CONSTANTINO DE PAIVA,50761350,-8.0700655,-34.9312572,SAN MARTIN,"RUA VINTE E UM DE ABRIL, 1"
,FERNANDES E ALBUQUERQUE LTDA,50010320,-8.0650309,-34.8780093,SANTO ANTONIO,"RUA LARGA DO ROSARIO, 256"
,JS RESTAURANTE LTDA,51020240,-8.1169199,-34.8936101,BOA VIAGEM,"RUA ANTONIO FALCAO, 55"
,RIVA RESTAURANTE LTDA,51021360,-8.1265684,-34.9002327,BOA VIAGEM,"RUA DESEMBARGADOR JOAO PAES, 186"
,FENIX EMPREENDIMENTOS LTDA,50090000,-8.0740181,-34.8891469,SAO JOSE,"RUA IMPERIAL, 848"
,EVANIA MARIA ALVES 45028478449,50770130,-8.0785286,-34.9066097,AFOGADOS,"RUA ACRE, SN"
,FCRS ALIMENTACAO SAUDAVEL LTDA,52050650,-8.0372501,-34.9059937,JAQUEIRA,"AVENIDA RUI BARBOSA, 1503"
,MERCADO1 GASTRONOMIA LTDA,51110160,-8.0859828,-34.8941406,PINA,"AVENIDA REPUBLICA DO LIBANO, 251"
,LIDIANNE LUCY COUTINHO GOUVEIA 06455622464,50630250,-8.0557831,-34.9223471,CORDEIRO,"RUA GOMES TABORDA, 1198"
,TACILA TANAGRA BOTELHO DOS SANTOS 07658544493,50800290,-8.0379797,-34.9407764,IPUTINGA,"ESTRADA DO BARBALHO, 122"
,22.755.202 ROSINEIDE MARIA DA SILVA,50020000,-8.0707724,-34.883203,SAO JOSE,"AVENIDA DANTAS BARRETO, 1260"
,HANGUS COMERCIO DE ALIMENTOS LTDA,50610310,-8.0521146,-34.909811,MADALENA,"RUA DOUTOR JOAO COIMBRA, 117"
,MARIA DE FATIMA TARGINO PESSOA 33817448449,50630245,-8.0539342,-34.920166,CORDEIRO,"RUA GREGORIO JUNIOR, 488"
,ADILTON ROBERTO VIEIRA 41506294472,51340226,-8.1105766,-34.959465,COHAB,"AVENIDA JORNALISTA COSTA PORTO, 875"
,JOSIMAR MOREIRA BRAZILIANO DOS SANTOS 09247973473,52010903,-8.0552379,-34.8979077,DERBY,"AVENIDA GOVERNADOR AGAMENON MAGALHAES S/N, s/n"
,ANTONIO MORAIS DA SILVA 03397646430,50630050,-8.0525876,-34.9209052,CORDEIRO,"RUA HONORIO CORREIA, 102"
,GENILSON JOSE DA SILVA 42058139453,50100260,-8.0470402,-34.8794725,SANTO AMARO,"RUA FREI CASSIMIRO, 220"
,SRM RESTAURANTE LTDA,50110000,-8.0380464,-34.8719356,SANTO AMARO,"AVENIDA GOVERNADOR AGAMENON MAGALHAES, 153"
,33.199.262 ALINE ROSA GOMES DA SILVA,50865030,-8.080753,-34.933607,ESTANCIA,"AVENIDA RECIFE, 4186"
,GABRIEL PINHEIRO DA SILVA 08772173432,50060610,-7.5617238,-34.9952357,COELHOS,"RUA MARIA BRAGA, 12"
,33.543.039 ADELMA MARIA CAVALCANTE SILVA,50090650,-8.0758941,-34.9005121,SAO JOSE,"RUA MARUIM, 1698 A"
,ANDREA LANNA SANTIAGO DE OLIVEIRA 10527829498,51170300,-8.0977349,-34.9135682,IMBIRIBEIRA,"AVENIDA ENGENHEIRO ALVES DE SOUZA, 518"
,MARTHA LUCIA AZEVEDO DA SILVA 81880197472,50770150,-8.0791286,-34.9055706,AFOGADOS,"RUA JOAO CARLOS GUIMARAES, S/N"
,BARBARA STEFANY PASSOS SOARES 09345281444,50820000,-8.0770182,-34.9099668,AFOGADOS,"RUA VINTE E UM DE ABRIL, 319"
,MICAELLA DA SILVA SALOME 11847418406,52070480,-8.023698,-34.9229718,CASA AMARELA,"RUA DA CAROLINA, 130"
,ALEXSANDRO MORAIS DE MEDEIROS 07779776484,51300090,-8.129261,-34.9473777,COHAB,"RUA CAPITAO FRANCISCO RAMOS, 83"
,BEATRIZ CAVALCANTI DE ARAUJO 70420168400,52040070,-8.0267306,-34.8831547,CAMPO GRANDE,"RUA FRANCISCO BERENGUER, 701"
,JANAINA LUIZ DA SILVA FRANCA 05874167420,50710310,-8.0457967,-34.9058097,TORRE,"RUA CONDE DE IRAJA, 930"
,RODRIGO SANTANA DOS SANTOS 10106795465,51010430,-7.5617238,-34.9952357,BRASILIA TEIMOSA,"RUA DOUTOR ASTROGILDO ALVES DE CARVALHO, 157"
,MARIA DA CONCEICAO VIEIRA DOS SANTOS 13785079400,50020310,-8.0701572,-34.8788208,SAO JOSE,"RUA SAO JOSE DO RIBAMAR, 181"
,"THE LUCCA GASTRONOMIA, EVENTOS E PANIFICACAO LTDA",51011230,-8.0942292,-34.8852547,PINA,"RUA VINTE E SEIS DE JANEIRO, 220"
,ROBERTA MARIA DE ALMEIDA 11689997400,51240735,-7.5617238,-34.9952357,IBURA,"RUA BREJO DA CRUZ, Q2 LOT"
,GERMANO FRANCISCO DOS SANTOS 02695023430,50740050,-8.0375907,-34.9456907,VARZEA,"RUA GENERAL POLIDORO, 240"
,DANIELE MARIA CAMPELO DA SILVEIRA 03936535442,52041572,-8.035082,-34.890593,ENCRUZILHADA,"RUA PROFESSOR MIRANDA CURIO, 92"
,DALVANEIDE FALCAO DA SILVA FERREIRA 36045136420,50870070,-8.0956877,-34.9295777,AREIAS,"AVENIDA TENENTE FELIPE BANDEIRA DE MELO, 109"
,PHABIO DA SILVA LOPES 09686503412,52160836,-7.9943252,-34.9093659,DOIS UNIDOS,"RUA BACHAREL SEVERINO TORRES GALINDO DO NASCIMENTO (VL, 110"
,MARCELA CAVALCANTI DO ESPIRITO SANTO 05327301435,51021090,-8.1251299,-34.904611,BOA VIAGEM,"RUA DOUTOR JOAO GUILHERME DE PONTES SOBRINHO, 598"
,43.488.924 LUCAS ANTONIO PESSOA DOS SANTOS,51250110,-8.1393947,-34.9352159,JORDAO,"AVENIDA MARIA IRENE, 561"
,IMPERIO ALVORADA ALIMENTOS LTDA,52010150,-8.0547457,-34.9004669,DERBY,"RUA AMARO BEZERRA, 361"
